,latitude,longitude,price,beds,bath,square,year,Residential,Condominium
290,50.43974015,-104.58685404040146,168000,2.0,1.0,906,1959.0,1.0,0.0
291,50.40013455,-104.6481489701923,549900,6.0,4.0,1904,2011.0,1.0,0.0
292,50.47979505,-104.5965682,224900,2.0,1.0,720,1963.0,1.0,0.0
293,50.4045734,-104.6599751,319900,4.0,4.0,1176,2013.0,1.0,0.0
294,50.43409285,-104.6285589855,275000,2.0,2.0,808,1950.0,1.0,0.0
295,50.401515450000005,-104.65512459196572,399000,3.0,3.0,1533,2012.0,1.0,0.0
296,50.4337466,-104.58456948819128,1599000,4.0,4.0,2228,2021.0,1.0,0.0
297,50.48377475,-104.63224215,309900,3.0,2.0,1056,1964.0,1.0,0.0
298,50.4685948,-104.6551435003255,249900,4.0,2.0,846,1975.0,1.0,0.0
299,50.421741,-104.6185666,499900,4.0,3.0,1720,1952.0,1.0,0.0
300,50.460566,-104.62941745234042,195000,4.0,2.0,934,1959.0,1.0,0.0
301,50.3977119,-104.62587584898463,295000,3.0,2.0,992,1973.0,1.0,0.0
302,50.4733828,-104.60023690246187,219900,2.0,1.0,736,1947.0,1.0,0.0
303,50.4268663,-104.53145398392115,479000,4.0,4.0,1770,1994.0,1.0,0.0
304,50.45716825,-104.63084435801328,139910,4.0,1.0,1121,1922.0,1.0,0.0
305,50.40486105,-104.60242534686556,224900,3.0,1.0,979,1959.0,1.0,0.0
306,50.45861635,-104.59200485,134900,2.0,1.0,753,1947.0,1.0,0.0
307,50.43973965,-104.58761738646376,239900,4.0,2.0,864,1931.0,1.0,0.0
308,50.49247625,-104.5956799271656,209000,2.0,2.0,912,1974.0,1.0,0.0
309,50.44557025,-104.57856888902576,169900,2.0,1.0,680,1938.0,1.0,0.0
310,50.481538400000005,-104.6082588,221900,2.0,1.0,816,1961.0,1.0,0.0
311,50.4829264,-104.6697956,105000,2.0,1.0,881,1979.0,0.0,1.0
312,50.44564265,-104.58687365,334900,5.0,4.0,1106,1974.0,1.0,0.0
313,50.4524584,-104.6293901,179900,4.0,2.0,1188,1945.0,1.0,0.0
314,50.4903098,-104.68609268761055,239000,3.0,2.0,1080,1978.0,1.0,0.0
315,50.4571377,-104.62857965021628,28900,2.0,1.0,677,1923.0,1.0,0.0
316,50.44653725,-104.5940089006484,289900,4.0,2.0,1371,1909.0,1.0,0.0
317,50.41613835,-104.6243054633999,214900,2.0,2.0,945,2006.0,0.0,1.0
318,50.419741,-104.532249465979,675000,3.0,4.0,2392,1992.0,1.0,0.0
319,50.44932375,-104.5645569,269900,6.0,2.0,968,1987.0,1.0,0.0
320,50.4108733,-104.599646,129900,3.0,2.0,1034,1973.0,0.0,1.0
321,50.45607375,-104.6236450505277,59900,2.0,1.0,672,1924.0,1.0,0.0
322,50.42305435,-104.61354659853876,350000,2.0,2.0,1270,2010.0,0.0,1.0
323,50.4966983,-104.6339325,149900,2.0,1.0,823,1982.0,0.0,1.0
324,50.4675549,-104.63577915,112000,2.0,1.0,616,1952.0,1.0,0.0
325,50.4710747,-104.64998108974548,319900,5.0,2.0,1048,2013.0,1.0,0.0
326,50.47163475,-104.64421717515552,189900,3.0,2.0,1029,1975.0,1.0,0.0
327,50.4293693,-104.5138026,499900,3.0,2.0,1532,2022.0,1.0,0.0
328,50.4390256,-104.6047007,499900,2.0,2.0,1216,2015.0,0.0,1.0
329,50.4868078,-104.68710647357392,164900,4.0,2.0,1030,1977.0,1.0,0.0
330,50.4249194,-104.5068693,369900,3.0,3.0,1188,2017.0,1.0,0.0
331,50.47192745,-104.6407032550763,82000,4.0,1.0,664,1919.0,1.0,0.0
332,50.4023476,-104.6074957,359900,3.0,2.0,963,1959.0,1.0,0.0
333,50.4889635,-104.6855181989823,260000,2.0,1.0,1064,1978.0,1.0,0.0
334,50.4205386,-104.5038836,423900,3.0,3.0,1538,2018.0,1.0,0.0
335,50.47144555,-104.65284343955976,250000,3.0,2.0,824,1973.0,1.0,0.0
336,50.4099623,-104.63595072869477,269900,3.0,2.0,1230,1971.0,1.0,0.0
337,50.4045734,-104.6599751,319900,4.0,4.0,1176,2013.0,1.0,0.0
338,50.43654015,-104.64049475,389900,4.0,2.0,1087,1954.0,1.0,0.0
339,50.44687345,-104.60826162515852,279900,2.0,2.0,1109,2006.0,0.0,1.0
340,50.45901955,-104.591975014545,85000,3.0,1.0,1025,1947.0,1.0,0.0
341,50.4735866,-104.62140915038478,299900,4.0,3.0,1248,1993.0,1.0,0.0
342,50.4557525,-104.64272745482585,140000,3.0,1.0,771,1956.0,1.0,0.0
343,50.47334935,-104.66782444692048,389900,4.0,3.0,1722,1974.0,1.0,0.0
344,50.47408585,-104.60315683452382,174900,3.0,1.0,760,1952.0,1.0,0.0
345,50.5043034,-104.6792652,799900,5.0,3.0,2214,2015.0,1.0,0.0
346,50.45735015,-104.62139474708894,54000,4.0,2.0,1178,1910.0,1.0,0.0
347,50.4796874,-104.60599559296269,324900,3.0,3.0,1380,1973.0,1.0,0.0
348,50.4156255,-104.6596999,354900,3.0,3.0,1372,2015.0,1.0,0.0
349,50.5020015,-104.6922103,392900,3.0,3.0,1413,2022.0,1.0,0.0
350,50.4632035,-104.6236417,389000,6.0,4.0,1763,2014.0,1.0,0.0
351,50.47508325,-104.61627444917936,497000,6.0,4.0,2109,1969.0,1.0,0.0
352,50.5047803,-104.65336990633423,474900,4.0,4.0,1664,2004.0,1.0,0.0
353,50.45925005,-104.6257208504305,44900,3.0,2.0,864,1952.0,1.0,0.0
354,50.4554469,-104.68534342505986,279900,4.0,3.0,1176,1975.0,1.0,0.0
355,50.464969800000006,-104.62365823269155,124999,2.0,1.0,1008,1912.0,1.0,0.0
356,50.470318500000005,-104.67240953505149,259900,3.0,1.0,850,1973.0,1.0,0.0
357,50.45782145,-104.63723962098662,57900,2.0,1.0,648,1922.0,1.0,0.0
358,50.4766152,-104.6008796001625,149900,3.0,1.0,816,1957.0,1.0,0.0
359,50.4934031,-104.66225654187696,314500,4.0,2.0,882,1975.0,1.0,0.0
360,50.4138286,-104.51640120217336,658000,5.0,3.0,1554,2009.0,1.0,0.0
361,50.4293207,-104.5251775,416900,3.0,3.0,1458,2022.0,1.0,0.0
362,50.4708531,-104.6383959,176000,3.0,1.0,998,1979.0,1.0,0.0
363,50.43955495,-104.54458883236924,560000,4.0,4.0,1940,1986.0,1.0,0.0
364,50.4900931,-104.6802469999404,328000,4.0,1.0,884,1978.0,1.0,0.0
365,50.4424087,-104.5821696,249000,2.0,2.0,1264,1989.0,0.0,1.0
366,50.44195155,-104.60026316477273,164900,2.0,1.0,830,1919.0,1.0,0.0
367,50.4591245,-104.6328955336068,63583,3.0,1.0,929,1946.0,1.0,0.0
368,50.4873266,-104.62237785,259900,4.0,2.0,1036,1977.0,1.0,0.0
369,50.4925521,-104.664263,339900,2.0,3.0,1200,1998.0,0.0,1.0
370,50.46679085,-104.63002482072368,164900,2.0,1.0,744,1952.0,1.0,0.0
371,50.42205015,-104.63331405174269,619900,6.0,3.0,2761,1966.0,1.0,0.0
372,50.44144034999999,-104.56100061629178,589900,3.0,3.0,2691,1983.0,1.0,0.0
373,50.44267555,-104.54188469541668,329900,2.0,2.0,1061,2009.0,0.0,1.0
374,50.49561285,-104.60349304322942,268000,3.0,3.0,1564,1975.0,1.0,0.0
375,50.4554326,-104.55040583481689,254900,4.0,3.0,1094,1973.0,1.0,0.0
376,50.4574326,-104.6343515485348,159900,4.0,2.0,824,1946.0,1.0,0.0
377,50.44932375,-104.5645569,269900,6.0,2.0,968,1987.0,1.0,0.0
378,50.4719209,-104.66825973324676,289900,4.0,2.0,1064,1974.0,1.0,0.0
379,50.42861095,-104.62512198301948,499900,3.0,3.0,2296,1946.0,1.0,0.0
380,50.45904675,-104.63726072878788,179900,3.0,1.0,1000,1946.0,1.0,0.0
381,50.4578701,-104.63581147059412,58500,3.0,1.0,1051,1913.0,1.0,0.0
382,50.4242982,-104.53907495326372,589900,4.0,3.0,1708,1987.0,1.0,0.0
383,50.40486105,-104.60242534686556,224900,3.0,1.0,979,1959.0,1.0,0.0
384,50.4316568,-104.5091974,419900,3.0,3.0,1362,2022.0,1.0,0.0
385,50.4685948,-104.6551435003255,249900,4.0,2.0,846,1975.0,1.0,0.0
386,50.47216345,-104.59944905943053,109000,4.0,2.0,1280,1954.0,1.0,0.0
387,50.4906869,-104.66509371335442,269900,3.0,2.0,962,1978.0,1.0,0.0
388,50.44599275,-104.5793833,99900,2.0,1.0,520,1949.0,1.0,0.0
389,50.43786025,-104.63362407511308,399900,4.0,4.0,1908,1958.0,1.0,0.0
390,50.49065915,-104.65384269227192,399900,4.0,3.0,2000,1976.0,1.0,0.0
391,50.42928085,-104.62071315358524,329900,3.0,1.0,1040,1929.0,1.0,0.0
392,50.4491445,-104.6268446,129900,4.0,2.0,1774,1909.0,1.0,0.0
393,50.439699950000005,-104.56575454981036,279000,4.0,3.0,1983,1964.0,1.0,0.0
394,50.43027375,-104.63408674800856,314900,4.0,1.0,1008,1953.0,1.0,0.0
395,50.47496095,-104.62223433905376,224900,3.0,1.0,960,1958.0,1.0,0.0
396,50.4829264,-104.6697956,89900,1.0,1.0,657,1980.0,0.0,1.0
397,50.4146105,-104.6206369418874,114900,1.0,1.0,624,1979.0,0.0,1.0
398,50.4146105,-104.6206369418874,124900,1.0,1.0,624,1979.0,0.0,1.0
399,50.404034,-104.6567292,259900,2.0,2.0,947,2013.0,0.0,1.0
400,50.4272931,-104.5149811,489900,3.0,3.0,1502,2022.0,1.0,0.0
401,50.40766235,-104.59998548941836,319000,4.0,3.0,1137,1959.0,1.0,0.0
402,50.4337129,-104.5111471,239900,2.0,2.0,998,2002.0,0.0,1.0
403,50.417588550000005,-104.54332044777448,574900,2.0,3.0,1388,1995.0,0.0,1.0
404,50.4964446,-104.5989874,99900,2.0,1.0,926,1980.0,0.0,1.0
405,50.44619445,-104.59057352330788,171900,2.0,1.0,712,1927.0,1.0,0.0
406,50.4293207,-104.5251775,415900,2.0,3.0,1484,2021.0,1.0,0.0
407,50.4525356,-104.7017995,334900,3.0,3.0,1218,2018.0,1.0,0.0
408,50.48241375,-104.64455577194973,280000,3.0,2.0,1034,1963.0,1.0,0.0
409,50.41094585,-104.52063182164828,1349000,4.0,4.0,2720,2013.0,1.0,0.0
410,50.4199682,-104.5042427,399000,3.0,3.0,1412,2019.0,1.0,0.0
411,50.4636215,-104.65217025007196,189900,2.0,1.0,748,1953.0,1.0,0.0
412,50.4421626,-104.62134135,152500,3.0,2.0,1073,1929.0,1.0,0.0
413,50.4481529,-104.63003415461276,169900,2.0,1.0,712,1921.0,1.0,0.0
414,50.4461212,-104.59340807438356,119900,2.0,1.0,600,1927.0,1.0,0.0
415,50.4915231,-104.6855428,84900,2.0,1.0,823,1980.0,0.0,1.0
416,50.4267052,-104.56292291388888,414900,6.0,3.0,1150,1975.0,1.0,0.0
417,50.4269025,-104.5216604,419900,3.0,3.0,1546,2022.0,1.0,0.0
418,50.451596,-104.59594773542749,95000,3.0,2.0,700,1951.0,1.0,0.0
419,50.47111725,-104.60380742649252,99900,2.0,1.0,780,1954.0,1.0,0.0
420,50.4235825,-104.5120397,404900,3.0,3.0,1488,2022.0,1.0,0.0
421,50.4351982,-104.5741182,324500,6.0,2.0,1040,1954.0,1.0,0.0
422,50.4050768,-104.6276444515625,249900,4.0,3.0,1686,1969.0,1.0,0.0
423,50.4741104,-104.61996685806902,209900,4.0,1.0,1040,1959.0,1.0,0.0
424,50.4302655,-104.5167589,398900,3.0,3.0,1485,2022.0,1.0,0.0
425,50.4023797,-104.649176,179950,2.0,1.0,753,2010.0,0.0,1.0
426,50.48182225,-104.61192882525,274900,4.0,2.0,1041,1965.0,1.0,0.0
427,50.47195125,-104.63803949116416,179900,3.0,2.0,1200,1942.0,1.0,0.0
428,50.4752494,-104.6023644,287500,3.0,2.0,840,1977.0,1.0,0.0
429,50.45853615,-104.62426364173211,44000,2.0,1.0,714,1928.0,1.0,0.0
430,50.4744389,-104.6823964025,269900,3.0,1.0,965,1976.0,1.0,0.0
431,50.42305435,-104.61354659853876,337500,2.0,1.0,1163,2010.0,0.0,1.0
432,50.48750715,-104.68128751608695,284900,3.0,2.0,902,1977.0,1.0,0.0
433,50.451596,-104.59594773542749,95000,3.0,2.0,700,1951.0,1.0,0.0
434,50.4138538,-104.52664497890024,759900,5.0,4.0,2525,2007.0,1.0,0.0
435,50.4950245,-104.65186175587247,349900,3.0,3.0,1075,2001.0,1.0,0.0
436,50.495905,-104.671529,289900,1.0,2.0,1008,1989.0,0.0,1.0
437,50.424933,-104.6008825,548900,2.0,2.0,1361,2007.0,0.0,1.0
438,50.44194285,-104.6228050267139,239900,3.0,1.0,1190,1912.0,1.0,0.0
439,50.4791868,-104.59948406353227,289900,3.0,2.0,1285,1966.0,1.0,0.0
440,50.41634165000001,-104.59681200393292,319900,3.0,2.0,1100,1958.0,1.0,0.0
441,50.4491445,-104.6268446,579900,5.0,4.0,1878,2014.0,1.0,0.0
442,50.4823308,-104.6707827,107900,1.0,1.0,700,1977.0,0.0,1.0
443,50.47480945,-104.61402496130704,325000,5.0,2.0,1176,2002.0,1.0,0.0
444,50.4451215,-104.58475297887324,109650,2.0,1.0,710,1910.0,1.0,0.0
445,50.45447585,-104.55145,339900,4.0,2.0,1074,1968.0,1.0,0.0
446,50.4492164,-104.5405901,164950,2.0,1.0,847,1979.0,0.0,1.0
447,50.4272931,-104.5149811,529900,3.0,3.0,1684,2022.0,1.0,0.0
448,50.43594925,-104.57969292479746,409900,6.0,3.0,1656,1953.0,1.0,0.0
449,50.47410215,-104.65436605497362,309950,4.0,2.0,1282,1974.0,1.0,0.0
450,50.4302655,-104.5167589,399900,2.0,3.0,1430,2022.0,1.0,0.0
451,50.43677745,-104.5933976,279900,2.0,2.0,720,1944.0,1.0,0.0
452,50.4112119,-104.65993949765225,193500,2.0,2.0,775,2015.0,0.0,1.0
453,50.43318725,-104.62712871294583,259900,3.0,1.0,816,1946.0,1.0,0.0
454,50.4293207,-104.5251775,209900,2.0,1.0,800,2001.0,0.0,1.0
455,50.4918294,-104.64724276981424,309900,4.0,3.0,1176,1975.0,1.0,0.0
456,50.44916975,-104.56455778663982,269900,6.0,2.0,968,1987.0,1.0,0.0
457,50.4220851,-104.5241732,239900,2.0,1.0,1023,2011.0,0.0,1.0
458,50.4389564,-104.61863078051772,699900,3.0,3.0,2444,1942.0,1.0,0.0
459,50.4469301,-104.623230598971,579900,6.0,4.0,3087,1911.0,1.0,0.0
460,50.4413065,-104.5273018,275000,1.0,1.0,829,2011.0,0.0,1.0
461,50.40827355,-104.66337355677445,489000,4.0,4.0,1403,2015.0,1.0,0.0
462,50.43049195,-104.62215490367008,299000,3.0,2.0,1176,1928.0,1.0,0.0
463,50.47290485,-104.68353510239992,379900,4.0,3.0,1764,1981.0,1.0,0.0
464,50.4211433,-104.52583159453629,499000,3.0,3.0,1656,2011.0,1.0,0.0
465,50.44809355,-104.59486470094508,125000,3.0,1.0,1040,1924.0,1.0,0.0
466,50.44626565,-104.60754769976865,432900,2.0,2.0,1356,2012.0,0.0,1.0
467,50.4532696,-104.52693588290384,179900,2.0,1.0,911,2013.0,0.0,1.0
468,50.4782752,-104.64781754673272,249900,4.0,2.0,1111,1959.0,1.0,0.0
469,50.410601,-104.6591676,319000,2.0,3.0,1310,2016.0,1.0,0.0
470,50.4293693,-104.5138026,583900,3.0,3.0,1908,2022.0,1.0,0.0
471,50.46631815,-104.62859070278527,49900,2.0,1.0,560,1924.0,1.0,0.0
472,50.404588700000005,-104.65346583174411,249900,3.0,3.0,1136,2009.0,0.0,1.0
473,50.4056985,-104.6229806,109900,1.0,1.0,660,1971.0,0.0,1.0
474,50.424499100000006,-104.57317721037263,159900,2.0,2.0,1076,1987.0,0.0,1.0
475,50.45580905,-104.6714947,239900,4.0,2.0,1056,1958.0,1.0,0.0
476,50.4805238,-104.61046052152014,120000,2.0,1.0,976,1960.0,1.0,0.0
477,50.43844665,-104.59113382402036,119900,2.0,1.0,520,1944.0,1.0,0.0
478,50.4379977,-104.58022207350712,425000,5.0,3.0,1268,1962.0,1.0,0.0
479,50.4385129,-104.5896782116041,124900,1.0,1.0,440,1946.0,1.0,0.0
480,50.4519091,-104.5678733,199800,3.0,1.0,864,1968.0,1.0,0.0
481,50.41276485,-104.65737250112896,799900,5.0,7.0,2205,2013.0,1.0,0.0
482,50.4783187,-104.6140327873384,159900,3.0,1.0,960,1960.0,1.0,0.0
483,50.455903,-104.6810726,199900,4.0,2.0,1296,1966.0,1.0,0.0
484,50.419978150000006,-104.6010226,349999,5.0,2.0,1100,1957.0,1.0,0.0
485,50.4907402,-104.6857057,129900,2.0,1.0,823,1980.0,0.0,1.0
486,50.4293693,-104.5138026,599900,3.0,3.0,1954,2022.0,1.0,0.0
487,50.41295535,-104.51728680344984,628500,5.0,3.0,1479,2010.0,1.0,0.0
488,50.419741,-104.532249465979,675000,3.0,4.0,2392,1992.0,1.0,0.0
489,50.44639960000001,-104.59054895,349900,3.0,3.0,1418,2008.0,1.0,0.0
490,50.41577455,-104.6040336245044,299900,4.0,2.0,1040,1959.0,1.0,0.0
491,50.44909265,-104.56455826360197,269900,6.0,2.0,968,1987.0,1.0,0.0
492,50.4830272,-104.6280497410636,299900,4.0,1.0,1156,1965.0,1.0,0.0
493,50.44540085,-104.57294575,109900,3.0,1.0,832,1957.0,1.0,0.0
494,50.4421642,-104.5403581,189900,3.0,2.0,1057,1985.0,0.0,1.0
495,50.45902685,-104.62572466040146,49900,3.0,2.0,671,1910.0,1.0,0.0
496,50.5064832,-104.6675014,729900,4.0,3.0,2350,2017.0,1.0,0.0
497,50.4672152,-104.6265591,149900,3.0,2.0,988,2015.0,1.0,0.0
498,50.43669705,-104.6375992780277,327500,3.0,2.0,1244,1959.0,1.0,0.0
499,50.45536475,-104.57008425,205000,2.0,1.0,790,1957.0,1.0,0.0
500,50.44972,-104.59203051098326,119000,2.0,1.0,640,1929.0,1.0,0.0
501,50.49054985,-104.6861188001116,215000,3.0,1.0,952,1978.0,1.0,0.0
502,50.4492313,-104.60033044394764,209900,3.0,1.0,850,1907.0,1.0,0.0
503,50.44189485,-104.534461082485,532500,4.0,3.0,1300,2000.0,1.0,0.0
504,50.454443350000005,-104.62795342897178,19000,2.0,1.0,662,1928.0,1.0,0.0
505,50.4070657,-104.62038134950797,112000,1.0,1.0,651,1968.0,0.0,1.0
506,50.4583084,-104.5469377,179900,3.0,2.0,1065,1993.0,0.0,1.0
507,50.42155205,-104.50732333723955,624900,3.0,4.0,1732,2016.0,1.0,0.0
508,50.4441205,-104.62136551880047,290900,5.0,2.0,1692,1909.0,1.0,0.0
509,50.404034,-104.6567292,184900,1.0,1.0,840,2013.0,0.0,1.0
510,50.48233845,-104.64847934693807,289900,4.0,2.0,919,1962.0,1.0,0.0
511,50.4479843,-104.59052739241072,289000,3.0,2.0,1026,1982.0,1.0,0.0
512,50.4741461,-104.61543645079205,94000,2.0,1.0,565,1955.0,1.0,0.0
513,50.4554232,-104.6676625496698,235000,3.0,2.0,846,1975.0,1.0,0.0
514,50.4310182,-104.62362103533232,259900,3.0,2.0,718,1927.0,1.0,0.0
515,50.41853879999999,-104.60639484963356,334000,6.0,2.0,1198,1958.0,1.0,0.0
516,50.450378,-104.5991305,134900,3.0,2.0,1105,2006.0,0.0,1.0
517,50.4795351,-104.6463235,384900,3.0,3.0,1235,2008.0,1.0,0.0
518,50.48026415,-104.64973501784525,314500,3.0,2.0,995,1962.0,1.0,0.0
519,50.44108865,-104.5812784981112,229999,4.0,2.0,1104,1962.0,1.0,0.0
520,50.4379473,-104.5924551262915,239900,3.0,2.0,973,1920.0,1.0,0.0
521,50.483457900000005,-104.6539717480776,289000,4.0,2.0,1444,1969.0,1.0,0.0
522,50.4011167,-104.604059575688,359900,3.0,1.0,1048,1961.0,1.0,0.0
523,50.45244885,-104.55158450765072,359000,4.0,3.0,1149,1967.0,1.0,0.0
524,50.46644325,-104.67031541409168,304900,3.0,3.0,1148,1970.0,1.0,0.0
525,50.461391,-104.5937539,299900,2.0,2.0,995,2003.0,0.0,1.0
526,50.441069600000006,-104.59824192369108,249900,2.0,1.0,878,1940.0,1.0,0.0
527,50.47279975,-104.6612958,289900,4.0,2.0,850,1972.0,1.0,0.0
528,50.43577765,-104.57410192532608,254900,2.0,2.0,960,1954.0,1.0,0.0
529,50.4595089,-104.6221833262158,97500,3.0,1.0,1109,1910.0,1.0,0.0
530,50.4072731,-104.61005305678592,349900,5.0,4.0,1192,1958.0,1.0,0.0
531,50.472863700000005,-104.59948955030433,209900,3.0,2.0,924,1976.0,1.0,0.0
532,50.441465,-104.59942235195008,109000,3.0,1.0,954,1912.0,1.0,0.0
533,50.4582886,-104.6137139,199900,3.0,1.0,1105,1911.0,1.0,0.0
534,50.46043185,-104.6358111,139900,3.0,1.0,794,1954.0,1.0,0.0
535,50.4521128,-104.52941334684012,259000,2.0,2.0,1130,2012.0,0.0,1.0
536,50.4021624,-104.6484849,179900,2.0,1.0,1038,2015.0,0.0,1.0
537,50.43049195,-104.62215490367008,299000,3.0,2.0,1176,1928.0,1.0,0.0
538,50.5073568,-104.66955587914794,1350000,5.0,4.0,2979,2012.0,1.0,0.0
539,50.4404711,-104.5263658,238000,2.0,2.0,990,2013.0,0.0,1.0
540,50.46320285,-104.62142305018008,125000,4.0,1.0,969,1975.0,1.0,0.0
541,50.4402793,-104.607933,499900,3.0,2.0,4512,1913.0,0.0,1.0
542,50.49409495,-104.6112164474148,289900,3.0,2.0,878,1976.0,1.0,0.0
543,50.47408585,-104.60315683452382,174900,3.0,1.0,760,1952.0,1.0,0.0
544,50.4823308,-104.6707827,84900,1.0,1.0,643,1977.0,0.0,1.0
545,50.43143685,-104.52930788442492,949000,5.0,4.0,2783,2001.0,1.0,0.0
546,50.4220851,-104.5241732,699900,3.0,3.0,2007,2022.0,1.0,0.0
547,50.49081115,-104.6260125675324,224900,4.0,2.0,961,1977.0,1.0,0.0
548,50.4589134,-104.5666875,175000,4.0,2.0,894,1968.0,1.0,0.0
549,50.4672842,-104.62652047482194,29800,2.0,1.0,600,1941.0,1.0,0.0
550,50.45791515,-104.55287049987624,276900,4.0,2.0,810,1972.0,1.0,0.0
551,50.49407285,-104.6064022733589,364900,4.0,2.0,1528,1975.0,1.0,0.0
552,50.41649515,-104.53078202581102,565000,5.0,4.0,2072,2005.0,1.0,0.0
553,50.4238112,-104.51425388994804,620000,5.0,3.0,1222,2016.0,1.0,0.0
554,50.47279975,-104.6612958,289900,4.0,2.0,850,1972.0,1.0,0.0
555,50.4220851,-104.5241732,699900,3.0,3.0,2007,2022.0,1.0,0.0
556,50.463944,-104.67217015,234900,4.0,2.0,1411,1973.0,1.0,0.0
557,50.44102525,-104.53349198111194,494900,3.0,3.0,1489,1988.0,1.0,0.0
558,50.4317484,-104.5244306,219900,2.0,2.0,944,2002.0,0.0,1.0
559,50.49484125,-104.60640307215382,329900,3.0,3.0,1158,1975.0,1.0,0.0
560,50.44175225,-104.59738323302597,259900,3.0,2.0,1140,1913.0,1.0,0.0
561,50.455744800000005,-104.63012665,234900,5.0,4.0,1827,1978.0,1.0,0.0
562,50.4455154,-104.6210583,134900,2.0,1.0,827,1911.0,0.0,1.0
563,50.47355,-104.60381699854943,114900,2.0,1.0,870,1940.0,1.0,0.0
564,50.4495548,-104.56455599446126,269900,6.0,2.0,968,1987.0,1.0,0.0
565,50.4272931,-104.5149811,539900,3.0,3.0,1780,2022.0,1.0,0.0
566,50.4267052,-104.56292291388888,414900,6.0,3.0,1150,1975.0,1.0,0.0
567,50.44006145,-104.57276375107728,359900,4.0,2.0,1178,1956.0,1.0,0.0
568,50.4924422,-104.68400935851264,319900,4.0,2.0,1007,1979.0,1.0,0.0
569,50.4578887,-104.62221967900032,53100,4.0,1.0,1092,1910.0,1.0,0.0
570,50.44189465,-104.5940481059384,174900,2.0,1.0,678,1923.0,1.0,0.0
571,50.4415459,-104.58252362994642,199000,5.0,2.0,820,1958.0,1.0,0.0
572,50.4578201,-104.542543,169950,2.0,3.0,1122,1976.0,0.0,1.0
573,50.47573195,-104.60520252688596,329000,4.0,3.0,1367,1992.0,1.0,0.0
574,50.4918027,-104.64942431158585,349900,4.0,3.0,1087,1975.0,1.0,0.0
575,50.40199535,-104.61598700202546,359900,3.0,2.0,1224,1959.0,1.0,0.0
576,50.4618962,-104.63376040026202,89900,2.0,1.0,900,1946.0,1.0,0.0
577,50.5009278,-104.6432194922801,419900,3.0,3.0,1428,2008.0,1.0,0.0
578,50.48951495,-104.60865318781832,299900,4.0,2.0,980,1970.0,1.0,0.0
579,50.41634165000001,-104.59681200393292,319900,3.0,2.0,1100,1958.0,1.0,0.0
